review,rating
"Harga sangat bersaing dgn aplikasi belanja lainnya, tapi sayangnya menu/isi di dlm aplikasi ini terlalu banyak sehingga agak berat/lambat ketika dlm proses untuk berpindah ke menu lainnya. Ongkirnya pun oke banget loh.....",4
pesanan sudah diterima pengemasan sangat baik bahanya adem harga murah tapi g murahan host nya sangat ramah tetap belanja di shopee,5
"DAFTAR BUAT SHOPEE PAY LATER DI PERSULIT BAHKAN GAK BISA KARNA SISTEM NYA RUSAK, APP INI MENGANGGAP SETIAP ORANG ITU KRIMINAL PADAHAL UDAH DIKASIH FOTO WAJAH SAMA FOTO KTP",1
mantap pokonya mah,5
sopi memang mantap,5
"awal awal belanja di sopee pengirimannya lama ,tapi sekarang lumayan cepet,saya makin seneng belanja di sini",5
top,5
lumayan dari pada Lumanyun,5
ok,4
shopee semakin ok ... dan semoga tambah maju dan disukai oleh masyarakat ... sukses slalu,5
sangat mudah mencari barang yg susah dicari,5
good,5
sangant membantu tolong donk min limit akun spinjam dan splater di naikan,5
belanja mudah dan murah,5
"pihak shopee terimakasih sudah menerima keluhan kami semoga kedepannya menjadi lebih baik lagi, amin.",5
puas,5
Lumayan lah,4
kalo bikin akun baru voucher gratis ongkir nya gak bisa di pake,2
"shopee mantap deh pokoknya,is the best",5
mitra belanja online terbaik,5
sanguan,5
mantap,5
kurir nya magang,1
josss,5
sangat membantu didalam belanja online,5
sangat bagus dan aman,5
ok,5
"aplikasi nya lelet,pada hal hp saya ram besar dan jaringan penuh",3
"baik,lengkap,ongkir murah",5
"terjamin aman dan amanah dan termurah""",5
mantap,5
belanja di shope memuaskan,5
kenapa sangat susah untuk log in cuma krn lupa sandi di persulit...,2
saya belanja di shopee alhamdulilah tidak pernah kcewa.,5
sangat baik dan memuaskan👍,5
bagus dan sangat membantu bagi kita malas berkendara jauh menuju pasar dan yg ngx punya waktu berbelanja di pasar ini adalah solusi nya,5
terbaik pokok nya,5
sedikit kecewa. saya pesan barang di shopee yang datang tidak sama dengan yang di pesan. minta di kembalikan tapi tidak ada respon.,1
sangat bagus dan sangat membantu sekali,5
sangat memuaskan pelayanannya,5
Shopee sh keren dan ga mengecewakan cumaaa banyak reseller ga amanah barang cacat di kirim terkadang ga sesuai sama video...,5
sangat puas dengan barang yg di jual,5
good,5
mempermudah belanja,5
mau aktivasi Spinjam gagal terus udah sering beli di shopee padahal,1
sangat2 membantu,5
"sangat puas belanja di APLIKASI ini belanja apa saja yg di mau hampir ada semua,hanya belum bisa membedakan pemilik toko benaran dan kw",4
terbaik,5
kelas,5
bagus dan membantu banget buat kita2 yang mager belanja keluar,5
Sangat memuaskan belanja di shopee,5
belanja jadi mudah,5
"aplikasi ini sangat membantu, banyak penawaran menarik, belanja jadi mudah. Yg kurang saya sukai, game2 nya terlalu dimanipulasi, mending gak usah ada game",5
barang yang di kirim sesuai masalah kualitas barang ada yang bagus ada juga yang GK bagus,5
"Baik &.senang bisa belanja apapun di Shopee, terima kasih 😍",5
Applikasi bagus👍,5
shopee sangat membantu,5
ok,5
wah bagus sekali sangat membantu,5
BELANJA MUDAH FREE ONGKIR & BANYAK PROMO,5
mantap,5
ini shopee saya kenapa ga bisa di update ya ka tolong jawabannya🙏,4
Shopee bagus dan terpercaya,5
"shope penipuan barang saya Terima gak bs di pake sudah saya kembalian ke penjual pihak shope menolak dengan alesan bukti gak, sesuai padahal video unboxing + pengetesan dengan suara",1
sangat menarik dan seru belanja di sini,5
"Belanja gk mesti ribed,. Tdk sesuai Yg qt pesan tinggal balikin. . Ok",5
aplikasi shoping yg amanah..,5
"mantap😍, mantap",5
Alhamdulillah sangat baik,5
"cacat, ngasih voucher diskon gk bisa dipakai. setiap ada voucher diskon diatas 15% selalu dibatalkan otomatis sama shopee dgn alasan terdeteksi tisak wajar",1
pokoknya puas belanja di shopee,5
sangat puas,5
"selama memakai shopee Alhamdulillah sll aman tidak ada kendala,retur barang uang pengembaliannya jg cpt,sll puas belanja disini..",5
apk sngt keren dan bagusd membantu sy berbelnja secara online..,5
amanah,5
belanja lebih mudah dan pengirimannya cepat,5
gacor,5
Aku suka shopee karna tidak mengecewakan Ter gantung hrga bagus barang jga bagus terima kasih shopee,5
shopee memang paling baik dalam berbelanja aman dan amanah,5
ok,5
"ok belanja di shopee... tidak mengecewakan, selalu sesuai yang diharapkan",5
belanja di shopee barang y ngga kecewakan,5
terimah kasih,5
AKTIVITAS TIDAK WAJAR MULU,1
barang yg pilih sesuai foto pengiriman lumayan cepat 1 -2 hari sampai,5
saya suka,5
jual mainan diblokir...mainan pistol harga 100rb an di blokir...bisa bedakan mainan dengan asli ngk admin nya masak melanggar...mana ada pistol asli harga 100rb,1
sy sangat pecinta shoppy ..sering belanja,5
komplit harga bersaing,5
mantap,5
banyakin promo gratis ongkir min😆😆,5
bagus banget,5
disini terlalu murah,5
puas mantap 👍,5
Aplikasi yg bagus.Byk promo dan amanah.,5
"pengalaman menyenangkan, banyak promo 🤭",5
good job,5
muantap lain kali percepat pengiriman nya ya bang mantap kali lah pokok nya👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5
"pengiriman skrg lama nya mntak ampun,ngestuck di depok aj berhari2,kalo dlu ad JnT cm 2-3 hr nyanpe",1
👍👍👍,5
"menurut sy udah oke,, tp tolong estimasi pengirimannya d percepat,, masa pesen barang dari Bogor ke bandung dulu prosesnya,, sy dari cianjur malah d lewat,, kan Bogor ke bandung lewat cianjur,, harusnya pesen barang hari ini dari Bogor ke cianjur sehari pasti nyampe karena jarak nya plg di perjalanan butuh waktu 3 atau 4 jam,, ini malah mutar muter ke bandung dulu",3
"Setelah sekian lama selalu belanja di ijo, akhirya sekarang pindah haluan ke orange. Yg jelas banyak promo menarik dan gratis ongkir lumayan. Semoga selalu konsisten seiring berjalannya waktu",5
bagus,5
mantap tapi lambat,5
selama ini brg sama dg pic dan kurir selalu meginfokan,5
puas,5
"suka banget belanja di shopee,mudah dan murah,penjualnya ramah dan cepat dibalas,pengirimannya cepat",5
shopee sangat membantu...,5
"aplikasi ini agak manja harus sering2 di update,,mana kalau update harus ada aplikasi lain yg harus dikorbankan,,pdhal tdak pernah download2 aplikasi dihp..terpaksa harus hpus apl yg sudah ada dihp,,",3
tepat waktu dlm pengiriman dan tagihan tepat waktu terimakasih admin...,5
bagus,5
kurir pengiriman selalu tidak tepat waktu,3
Tempat nya belanja online mudah dan aman ya di sini Shopee donk,5
Sukses slalu,5
"saya suka belanja di shopee, banyak promo dan flash sale, jadi dpt potongan harga dan free ongkir",4
diskon nya menggelegar bos,5
dadar baju sangat tpis sekali,1
"layanan nya bagus,dan cepat respon",5
bagus,5
bangus,5
masak jualan disini kena admin 12% rugi dong,1
mantap 👍👍👍,5
mantap,4
"transaksi mudah, murah dan cepat",5
belanja di shopee pokoknya oke,5
aplikasi yg sangat berguna untuk berbelanja,5
tingkat kan lagi kualitasnya kak,4
nice,5
Shopee apk paling ter mantul,5
sy puas dengan aplikasi shopee barang nya sesuai deskripsi,5
senang belanja di shope 🫰👍,5
sekarang pengiriman tidak bagus lagi lelet bner kurir nganternya brg sdh nyampe di kota gk dianter anter stak 4 hari baru diantar haduhhh lelet lelet stelah ditinggal JNT,1
sangat bagus 😊👍,5
spx lelet sekali kurang gercep,1
puas,5
aplikasi nya ok....dan mantap barang murah tp ga murahan,5
shopee..aplikasi yg gokil habis .,5
Luar biasa.....,5
baik,5
"memudahkan berbelanja bebagai keperluan, bisa memilih barang dan harga yg bervariasi...selama ini pengiriman aman sesuai waktu yg ditentukan dan paket terkirim dengan aman oleh kurirnya. 👍👍",5
apk nya sangat membantu sekali dalam berbelanja online 👍👍,5
mantab,5
lumayan,4
"emang gk di ragu kan lagi layanan aplikasi SHOPEE nya udah berapa tahun aja saya menggunakan dan slalu puas dan puas, pokok nya Shopee top markotop dehh, hanya bintang 5 lah yg membuktikan, sukses trus SHOPEE",5
"puas banget,,,barang sesuai deskripsi,,bahan tebal,,,anak ku suka banget",5
shopee bagus harga murah dan pelayanan baik dan pengantaran barang cepat. sukses shopee 👍,5
Saran untuk pengiriman melalui Shopee Express nama kurir bisa langsung dimunculkan pada saat proses pengiriman...untuk mempermudah pembeli/penerima paket mengetahui siapa kurir yang akan mengirim paket karena kalau yang sekarang nama kurir muncul setelah paket terkirim dan diterima oleh pembeli,5
Bagus👍🏻,4
aplikasi belanja yang pas,4
cocok si kalo belanja gak ribet tinggal ke shopee aja de😁,5
keren bgt ),5
bagus,5
"masalah pengiriman 4 sampai 5 hari bisa dimaklumi,tapi sekarang 2 minggu belum tentu paket tiba di tujuan,dulu Shopie bagus,sekarang makin lama jadi tambah ngak jelas dan konyol,kalau hal lain selain pengiriman shopi the best kedepan harus lebih baik lagi, terima kasih,,,",2
"wahhh belanja disini sangt hemat banget banyak vocher""diskon dan barang nya lengkap",5
"mudah, cepat dan puas",5
shoppe keren tidak mengecewakan 👍👍👍☺️☺️ bagus aplikasi ini,5
bikin acount toko maupun penjual mudah fitur edit toko juga melimpah,5
siipppp,5
jossss,5
pelayanan memuaskan,5
sangat banyak manfaat nya,5
selalu puas dengan shopee,5
"dlu kendalanya banyak, tapi sekarang sudah tidak, dlu yang awalnya setiap join live pasti gak bisa mulai video live nya, tapi sekarang sudah tidak lagi",5
"mantap , moga ongkir jgn Mahal"" lagi ya . to Shopee. terima kasih byk. sangat membantu.🙏👍",5
puas belanja di shopee,5
ok,5
bagus,5
baguss,5
saya suka belanja di sini. barang nya sesuai dgn yg di pesan tdk mengecewakan. kurir nya pun ramah. sampai nya pun cepat.,5
SHOPEE SEKARANG UNTUK MASALAH PENGIRIMAN TERLALU LAMA DAN SERING DITUNDA ESTIMASI TGL 22-24 DI UBAH 24-26 GITU ADUHH GA KAYAK TT LEBIH CEPAT SEKARANG,3
Apk belanja paling terjangkau dan termurah banyak diskon serta Apk layanan yang komplit.,5
bagus,5
bagus,5
"kurir cepat, ramah",5
Mudah berbelanja,5
"tolong dong di kasih kontak Kurir,agar bisa dihubungi n mudah",2
semoga kegiatan belanja selalu aman nyaman,4
"shoppe aneh, masak mau ngirim gambar dari galeri, malah gk muncul, di pilihan galerinya, malah yang muncul foto2 lama yang bisa dipilih sedangkan foto yang baru disimpan gk bisa, harus discan dulu baru ada fotonya",1
ini shopee knp ya skrng?? kok susah semuanya memuat2 padahal jaringan oke semua oke tapi kok lemott,4
siiiip,5
mantap,5
saya sangat puwas,5
bagus,5
shopee tidak mengecewakan. saya beri bintang 5,5
"amanah, tp klo belanja pilih pilih dulu",5
cukup membantu dalam mencari barang yg dibutuhkan,4
"halo kak semoga terbaca ya, aplikasinya bagus banya voucher, tapi juga banyak penipu yang mengatasnamakan shopee jugaaa, kedepannya lebih aware ya kak, setelah ditelusuri ternyata banyak korban lainnya big love-",5
Pesanan sudah sampai terimakasih seller pengieiman juga cepat,5
bagus sekali,5
PENGIRIMAN INSTAN RASA REGULER... LAMA KURIR NYA PADA MALES JEMPUT,1
bagus,5
mantap,5
mantap,5
harga terjangkau pengiriman sangat cepat.tankz shopee.,5
ok,5
download Shopee bisa belanja murahhh,5
🤓👍👍,5
Puas belanja di Shopee ❤️👍👍👍,5
sangat membantu sekali dengan aplikasi shopee,5
kadang mantap kadang ngk,5
"Terima kasih, shopee menyedikan barang yang susah di cari.",5
perbanyak ongkir gratis 🙏🙏,5
semoga selalu dpat promo dan free ongkir. sukses terus untuk shopee,5
ada bagusnya ada jeleknya,4
seler bagus dan menarik murah dan berklualitas,4
Mantap,5
mantap,1
shopee top,5
okee lahhh mantap,5
bagus memuaskan,1
bagus,5
baik,5
sangat membantu,5
sangat senang berbelanja di shopee,5
"biaya pelayanan dan penanganan jadi naik ,mohon di turunkan kembali",4
bagussss👍🏻,5
"sangat sangat puas , manthul banget. maksih shopee....🙏👍🥰🫰",5
ok,5
"mantap, cukup membantu, dengan adanya shopee bisa belanja dengan efektif dan efisien",5
"banyak alternatif pilihan, update pengiriman perlu perbaikan",5
bagus bisa beli barang cepat,5
di aplikasi 85000 dtang barang jadi 133000,5
kerenn 🤩,5
"JASA SPX SANGAT BURUK DI DAERAH PANIMBANG PANDEGLANG,, PAKET SERING GAGAL DIKIRIM!!!!",1
mantap,5
"Makin sini makin berat aplikasinya,",5
pas,5
"mantab ,,semoga terus berkembang dan di tingkatkan",5
Cukup baik,5
"shopee keren,.. semoga kedepannya lebih mantap lagi",5
oke juga tapi ada yang penipuan,5
sangat membantu segala kebutuhan,5
Bagus sih cuman waktu aku mau pengajuan kembalikan barang karna salah beli dan di bawa lagi oleh kurir nya katanya akan balik dana nya hari ini atau besok tapi sampai sekarang gaada belum di validasi dan toko baju nya juga sudah saya tolak tapi di batalkan penolakan nya,4
klaim voucher berhasil tapi pas mau dipake kok ada peringatan seolah saya udah pake vouchernya ya? padahalkan voucher baru diklaim kok gak bisa dipake?,4
pengiriman cepatbdan amanah,5
bagus,5
semua aplikasi shopee ( customer service) gak bisa dihubungi melalui aplikasi,1
aplicasi ok skrg. cm di expedisi aja. kalah sama aplicasi sbelah. meskipun ongkir sama. saran baiki di pengiriman biar gk kapok org belanja. klo bgini bisa pindah,3
mantap ⭐⭐⭐⭐⭐,5
sangat membantu ibu² yg males keluar rumah,5
Shopee is the best👍💯,5
barang nya sesuai pesanan,4
trimakasih pesanan yg sangat memuaskan,5
shoppe sekarang pengiriman lama gak kayak dulu pas masih pakai jnt,2
"lemot mau beli muncul nunggunya lama, mau tambah ke kranjang muncul nya lama, bosok",1
kren,5
oke,5
pembelian mudah respon baik harga cukup terjangkau terima kasih Shopee,5
ok,5
"belanja murah,mantap",5
"jujur bagus si, cuman makin diup makin berat. jadi suka tk hapus datanya,trs klo mau pesen bru login lagi😭",4
mudah digunakan,5
lemot x awalnya. tp udlh mntap,5
Bagus banget aplikasinya banyak diskon dari aplikasi lain jadi cocok untuk kita yag perburu disko haha,5
e-commerce nomor 1,5
puas blnja di shope lebih hemat,5
sangat cocok untuk Yang tidak bisa keluar rumah,5
saya cinta shopi🥰,5
mantap,5
sangat membantu,5
"membantu ,sangat berguna 👍",5
cukup memuaskan.,5
mantap,5
"baru jadi seller di shoppe udah di tipu shoppe pengembalian barang tidak di terima tapi sudah di proses pengembalian uangnya, mending tutup jadi seller di tipu shoppe",1
mantap,5
Sangat membantu untuk belanja tanpa keluar rumah,5
sangat murah,5
sangat bagus,5
Mantul drpd yg sebelah kdang seller nya PD modus,5
Bagusss aplikasinya pelayanannya juga baguss aku sukaaa👍🏻,5
selalu pertahankan gratis ongkirnya shopee,5
"apk nya bagus tpii tlong lah shoppe jgn besar"" kapasitas nya biar hp yg blum ram 3 bisa belanja juga d shoppe",4
cepat sampai,4
sangat bermanfaat,5
good,5
untuk keperlurhan rumah ada,5
lebih asyik belanja disini byk pilihan,4
"seneng dgn shopee, cepet, murah dll, caranya gampang ato mudah banget",1
sangat membantu kalo mau belanja lagi mager,4
bagus sesuai dgn pesanan,5
shoppee mantull,5
semoga aja main di shopee awet,5
Mantap,5
terima kasih,5
oke. baik. kurir apa ekspedidinya kecewakan saya,5
keren,5
sangat puas dg pelayanan shopee,5
mantap dan teruslah berinovasi demi kenyamanan pelanggan,5
baguss,5
mantap,5
Marketplace yang terpercaya,5
"biaya tambahan yg sangat ga ngotak 10-40rb it's oke ,lah ini? hampir 150rb",1
"sangat baik untuk memesan pesanan si shopee,sesuai ama yang kita pesen",5
jos,5
Aman dan terpercaya,5
fery good,5
sangat membantu kalo cari barang yang ku cari,5
"aplikasi aneh eror mulu, apaan 1×24 jm udh 2 hari nunggu mau 3 hari",1
mudah berbelanja di Shopee 🥰,5
mantab banyak ongkir free,5
sejauh ini suka dengan aplikasi ini,5
"bagus sih. hanya saja pengiriman ke parit raden kurir ga bisa antar ke rumah. kendala hanya expedisinya. mengapa sekarang estimasi barang datang makin lama. jika saya pesan tanaman hidup dari jawa ke kalbar selalu az mati di jalan. pakai expres juga sampai seminggu, apalagi hemat sampai 2mingguan. mati toh tanaman hidup. sedang saya mau ngoleksi mawar. sudah 10x saya belanja mawar rutin 150rb, 4x hancu dan busuk. tolong donk di perbaiki. TOLONG DONK JANGAN SERING UPDATE BIKIN LEMOT SKR.",5
mantapp betulllll,5
sangat membantu dan sangat suka banget🫰🫰🫰,5
recommended,5
keren,5
terimakasih untuk koinnya,3
sangat baik,5
bagus,5
"Setiap pertama buka shopee , lgs vidio live yg jualan. Maksa amat yg live biar ditonton.",1
barang sesuai dan tepat waktu,5
mantap krina,5
good,5
ok,5
"smoga ke depannya GAJI KURIRnya DiNAIKAN, jadi Rp 5000/paket utk SPX REGULER yaa,kasihan",5
"nggak bisa banyak ngasih ulasan tp bagus aja, belanja mudah banyak gratis ongkir udah gitu aja, keseluruhan bagus.",5
packingnya di tingkatkan lagi bosss,5
"barang bagus, pengiriman cepat, puas deh",5
"woy apus lah video pas buka aplikasi, makin kesini makin jadi aja mana biaya naik jadi 2500🤣🤣🤣",2
good,5
mantap,5
mantab,5
"buat pihak shopee tolong tingkat kan lagi buat spaylater nya,harus teliti mna yang belum bayar mana yg sudah bayar jangan terus teror orang ,buat bayar padahal udah bayar bahkan udah lunas tapi masih aja ditelfon buat bayar spaylater,saya langgang dishoppe merasa risih selalu diteror",2
shopee mantap,5
Puas,5
senang berbelanja di shopee,5
saya sangat puas,5
good,5
ok,5
sering diskon,5
nice,5
mantap,5
Terimah kasih,5
mantap,5
"pelayanannya kurang baik,untuk spxnya.. Masa sekali tidak bertemu si pemesannya langsung di ajukan pembatalan dari pihak SPXNYA",1
baik,5
bagus dan banyak diskon,5
belanja di shopee gk perlu khawatir Zonk lagi kan ada shopee cod cek dulu Ayo download aplikasi nya sekarang gk bakal rugi yang ada Cuan,5
sangat puas,5
ok,5
bagus sekali,5
aplikasi keren,5
bagus,5
sangat memuaskan,5
barang aman dan cepat...,5
mantap laahhh,5
okeh,5
"sangat mudah bagi kmi yang tinggal di pendalam, semoga Shopee selalu maju",4
snagat bermanfaat,5
mantap,5
promo ny banyak,5
saya suka berbelanja di Shopee peraktis dan banyak diskon nya,5
ok,5
shope pengiriman semakin lama biasanya 3hari nyampek sekarang belom nyampe tolong kembalikan shope yag dulu pengiriman amanh damai cepat. gak seperti sekarang makin lama 🥺,1
bagus,5
makasih banyak shopee,5
"Cuma aplikasi belanja aja berat banget, ngga optimal sama sekali, masih belum diperbaiki juga optimalisasi aplikasinya, parah banget, mau buka fitur aja ngga bisa bisa",1
